hours-per-week,age,capital-gain,capital-loss,workclass,education,education-num,marital-status,relationship,race,gender,native-country,income,occupation
40,41,0,0,Private,Some-college,10,Divorced,Unmarried,White,Female,United-States,6230,Adm-clerical
40,63,0,0,Private,Masters,14,Divorced,Not-in-family,White,Female,United-States,85900,Exec-managerial
40,25,0,0,Private,HS-grad,9,Never-married,Own-child,White,Female,United-States,16448,Adm-clerical
40,47,0,1876,Private,HS-grad,9,Divorced,Own-child,White,Male,United-States,38124,Sales
40,22,0,0,Private,HS-grad,9,Never-married,Own-child,Amer-Indian-Eskimo,Male,United-States,1900,Handlers-cleaners
48,39,0,0,Private,HS-grad,9,Never-married,Not-in-family,White,Male,United-States,37915,Adm-clerical
40,39,0,0,Private,Some-college,10,Divorced,Own-child,White,Male,United-States,3100,Machine-op-inspct
60,23,0,0,Private,HS-grad,9,Never-married,Own-child,White,Male,United-States,3138,Sales
60,45,0,0,Private,Some-college,10,Married-civ-spouse,Husband,White,Male,United-States,51260,Sales
60,38,0,0,Private,HS-grad,9,Divorced,Not-in-family,White,Male,United-States,12000,Sales
40,41,0,0,Private,Some-college,10,Married-civ-spouse,Husband,White,Male,United-States,23010,Farming-fishing
50,44,0,0,Private,Bachelors,13,Married-civ-spouse,Husband,White,Male,United-States,70002,Craft-repair
40,55,0,0,State-gov,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,26100,Protective-serv
55,38,99999,0,Self-emp-not-inc,Doctorate,16,Married-civ-spouse,Husband,White,Male,United-States,99999,Prof-specialty
45,41,0,0,Private,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,17200,Craft-repair
40,58,0,0,Private,HS-grad,9,Never-married,Other-relative,Black,Female,United-States,18134,Sales
80,22,0,0,Private,HS-grad,9,Married-civ-spouse,Other-relative,White,Male,United-States,32000,Transport-moving
55,61,0,0,Private,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,31298,Craft-repair
50,34,0,0,Private,Some-college,10,Married-civ-spouse,Husband,White,Male,United-States,70361,Exec-managerial
20,63,0,0,?,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,9491,?
35,36,0,0,Self-emp-not-inc,HS-grad,9,Never-married,Own-child,White,Male,United-States,15000,Craft-repair
44,52,0,0,Self-emp-not-inc,HS-grad,9,Divorced,Not-in-family,White,Male,United-States,30000,Craft-repair
40,21,0,0,Private,HS-grad,9,Never-married,Other-relative,White,Male,United-States,12800,Machine-op-inspct
70,18,0,0,Self-emp-inc,11th,7,Never-married,Own-child,White,Male,United-States,8000,Farming-fishing
40,57,0,0,Private,5th-6th,3,Separated,Not-in-family,Black,Male,United-States,20000,Craft-repair
40,61,0,0,Private,Some-college,10,Divorced,Not-in-family,White,Female,United-States,31500,Exec-managerial
40,20,0,0,?,HS-grad,9,Never-married,Own-child,White,Female,United-States,16000,?
40,45,0,0,Private,HS-grad,9,Married-civ-spouse,Husband,Black,Male,United-States,35100,Other-service
68,40,0,1887,Private,Some-college,10,Married-civ-spouse,Husband,White,Male,United-States,72113,Craft-repair
40,58,0,0,Private,Some-college,10,Married-civ-spouse,Husband,White,Male,United-States,68740,Craft-repair
40,62,0,1741,Private,HS-grad,9,Divorced,Unmarried,White,Male,United-States,35468,Machine-op-inspct
60,56,0,0,Federal-gov,Bachelors,13,Never-married,Not-in-family,White,Female,United-States,21701,Adm-clerical
45,29,0,1977,Private,Bachelors,13,Married-civ-spouse,Husband,White,Male,United-States,99999,Prof-specialty
40,32,0,0,Private,HS-grad,9,Never-married,Unmarried,Black,Female,United-States,1092,Machine-op-inspct
45,50,0,0,Private,Some-college,10,Divorced,Unmarried,White,Male,United-States,35250,Sales
40,21,0,0,Private,Some-college,10,Never-married,Own-child,White,Male,United-States,3790,Other-service
45,35,0,0,Private,HS-grad,9,Never-married,Not-in-family,White,Male,United-States,17400,Sales
40,31,0,0,Local-gov,Some-college,10,Never-married,Not-in-family,Black,Male,United-States,40050,Protective-serv
45,45,0,0,Self-emp-inc,Bachelors,13,Married-civ-spouse,Husband,Black,Male,United-States,93808,Exec-managerial
40,52,0,0,Private,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,49586,Machine-op-inspct
45,41,7688,0,Private,Bachelors,13,Married-civ-spouse,Husband,White,Male,United-States,93412,Exec-managerial
40,21,594,0,Private,HS-grad,9,Never-married,Own-child,White,Male,United-States,2494,Craft-repair
25,66,0,0,Private,HS-grad,9,Widowed,Unmarried,White,Female,United-States,8060,Priv-house-serv
40,41,0,0,Private,Some-college,10,Separated,Not-in-family,Black,Male,United-States,5000,Machine-op-inspct
20,21,0,0,Local-gov,12th,8,Never-married,Own-child,Black,Male,United-States,3754,Other-service
40,50,0,0,Federal-gov,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,52000,Adm-clerical
20,61,0,2051,Private,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,26249,Craft-repair
30,52,0,0,Private,9th,5,Separated,Not-in-family,Black,Female,United-States,7080,Other-service
30,44,0,0,Local-gov,Assoc-acdm,12,Married-civ-spouse,Husband,White,Male,United-States,22898,Farming-fishing
25,18,0,0,Private,HS-grad,9,Never-married,Own-child,White,Female,United-States,3400,Handlers-cleaners
40,23,0,0,Private,Assoc-voc,11,Never-married,Not-in-family,White,Female,United-States,7000,Other-service
65,52,99999,0,Self-emp-inc,Doctorate,16,Married-civ-spouse,Husband,White,Male,United-States,99999,Prof-specialty
20,29,0,0,State-gov,Some-college,10,Divorced,Own-child,White,Male,United-States,12240,Adm-clerical
20,30,0,0,Private,HS-grad,9,Married-civ-spouse,Own-child,White,Female,United-States,12287,Adm-clerical
38,43,0,0,Private,Some-college,10,Never-married,Unmarried,White,Male,United-States,58405,Adm-clerical
40,53,0,0,Local-gov,Some-college,10,Divorced,Not-in-family,White,Female,United-States,21478,Other-service
40,36,0,0,Private,HS-grad,9,Married-civ-spouse,Husband,Black,Male,United-States,25158,Other-service
40,25,0,0,Private,Bachelors,13,Married-civ-spouse,Wife,White,Female,United-States,36328,Other-service
34,19,0,0,Private,HS-grad,9,Never-married,Own-child,White,Female,United-States,5816,Machine-op-inspct
40,43,0,0,State-gov,Bachelors,13,Never-married,Not-in-family,White,Female,United-States,28641,Prof-specialty
50,53,15024,0,Private,Masters,14,Married-civ-spouse,Husband,White,Male,United-States,99999,Exec-managerial
40,51,0,0,State-gov,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,50900,Other-service
40,18,0,0,Federal-gov,HS-grad,9,Never-married,Own-child,White,Male,United-States,6700,Transport-moving
40,48,0,0,Private,Masters,14,Married-civ-spouse,Husband,White,Male,United-States,99999,Exec-managerial
40,42,0,0,Private,Some-college,10,Married-civ-spouse,Husband,White,Male,United-States,66162,Craft-repair
60,36,0,0,Self-emp-not-inc,HS-grad,9,Divorced,Not-in-family,White,Male,United-States,36150,Transport-moving
15,17,0,0,Local-gov,12th,8,Never-married,Own-child,Black,Female,United-States,1000,Adm-clerical
16,27,0,0,Private,Bachelors,13,Divorced,Unmarried,White,Female,United-States,4900,Adm-clerical
23,46,0,0,Self-emp-not-inc,Bachelors,13,Never-married,Not-in-family,Black,Male,United-States,10000,Prof-specialty
20,18,0,0,Private,12th,8,Never-married,Own-child,White,Male,United-States,2032,Other-service
44,46,4650,0,Private,Masters,14,Divorced,Not-in-family,White,Male,United-States,46750,Prof-specialty
50,29,0,0,?,Bachelors,13,Married-spouse-absent,Not-in-family,White,Male,United-States,4000,?
25,19,0,0,Private,Some-college,10,Never-married,Own-child,White,Male,United-States,4482,Adm-clerical
50,46,0,0,Private,Some-college,10,Divorced,Not-in-family,White,Male,United-States,20400,Sales
58,42,0,0,Private,Bachelors,13,Married-civ-spouse,Husband,White,Male,United-States,35995,Transport-moving
16,75,0,0,Private,Masters,14,Never-married,Not-in-family,White,Male,United-States,23737,Protective-serv
40,38,0,0,Private,Bachelors,13,Married-civ-spouse,Husband,Asian-Pac-Islander,Male,United-States,59800,Prof-specialty
20,37,0,0,Private,HS-grad,9,Widowed,Unmarried,White,Female,United-States,24311,Machine-op-inspct
60,42,0,0,Self-emp-not-inc,Assoc-voc,11,Married-civ-spouse,Husband,White,Male,United-States,40900,Exec-managerial
40,21,0,0,?,7th-8th,4,Never-married,Own-child,White,Male,United-States,1000,?
30,57,0,0,Private,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,14660,Other-service
40,34,0,0,Private,HS-grad,9,Never-married,Own-child,White,Male,United-States,15079,Adm-clerical
10,30,0,0,Local-gov,Some-college,10,Never-married,Own-child,White,Female,United-States,1333,Adm-clerical
56,36,0,0,Private,Some-college,10,Married-civ-spouse,Husband,White,Male,United-States,59644,Farming-fishing
40,36,0,0,Self-emp-not-inc,HS-grad,9,Separated,Unmarried,White,Female,United-States,2200,Other-service
40,30,0,0,State-gov,Bachelors,13,Married-civ-spouse,Husband,White,Male,United-States,46000,Prof-specialty
40,31,0,0,Private,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,18000,Craft-repair
15,20,0,0,Private,Some-college,10,Never-married,Own-child,White,Male,United-States,1900,Other-service
50,30,0,0,Private,Some-college,10,Divorced,Unmarried,White,Male,United-States,10000,Machine-op-inspct
40,43,0,0,Local-gov,Bachelors,13,Never-married,Own-child,White,Male,United-States,45766,Other-service
40,44,0,0,Private,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,25000,Sales
40,55,0,0,Private,HS-grad,9,Divorced,Unmarried,Black,Female,United-States,26000,Prof-specialty
52,44,7688,0,Self-emp-inc,Bachelors,13,Married-civ-spouse,Husband,White,Male,United-States,92265,Exec-managerial
40,38,0,0,Private,HS-grad,9,Never-married,Own-child,White,Male,United-States,26215,Other-service
40,38,0,0,Private,HS-grad,9,Never-married,Not-in-family,White,Male,United-States,60500,Prof-specialty
48,41,0,0,Private,HS-grad,9,Divorced,Unmarried,White,Male,United-States,24208,Handlers-cleaners
40,39,0,0,Private,Some-college,10,Married-civ-spouse,Husband,White,Male,United-States,43200,Sales
20,65,0,0,Private,HS-grad,9,Widowed,Not-in-family,White,Female,United-States,3100,Adm-clerical
40,23,0,0,Private,HS-grad,9,Never-married,Not-in-family,White,Male,United-States,5000,Machine-op-inspct
40,29,0,0,Private,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,25958,Craft-repair
30,17,0,0,Private,10th,6,Never-married,Own-child,White,Female,United-States,1082,Other-service
35,33,7688,0,Local-gov,Masters,14,Married-civ-spouse,Wife,White,Female,United-States,87988,Prof-specialty
9,74,0,0,Private,Some-college,10,Divorced,Not-in-family,White,Female,United-States,3200,Adm-clerical
38,56,0,1669,Local-gov,Doctorate,16,Divorced,Not-in-family,White,Female,United-States,31904,Prof-specialty
50,23,0,0,Private,Some-college,10,Never-married,Not-in-family,White,Female,United-States,10483,Farming-fishing
40,26,0,0,Private,HS-grad,9,Divorced,Own-child,White,Female,United-States,10956,Handlers-cleaners
40,35,0,0,?,Some-college,10,Never-married,Unmarried,Black,Female,United-States,1440,?
40,38,0,0,State-gov,Assoc-voc,11,Never-married,Unmarried,Asian-Pac-Islander,Female,United-States,23000,Adm-clerical
40,47,0,0,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Husband,White,Male,United-States,86000,Sales
40,25,0,0,Private,Some-college,10,Never-married,Not-in-family,White,Male,United-States,7500,Adm-clerical
40,61,0,0,Private,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,87012,Craft-repair
40,19,0,0,Private,Some-college,10,Never-married,Own-child,White,Male,United-States,9660,Adm-clerical
40,19,0,0,?,Some-college,10,Never-married,Own-child,White,Male,United-States,2050,?
37,21,0,0,Private,HS-grad,9,Never-married,Own-child,White,Male,United-States,5000,Other-service
45,45,0,0,Private,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,47721,Exec-managerial
45,36,3325,0,Private,Some-college,10,Divorced,Not-in-family,White,Female,United-States,34325,Sales
50,43,0,0,Private,Masters,14,Married-spouse-absent,Not-in-family,White,Male,United-States,35650,Exec-managerial
45,28,15024,0,Private,Bachelors,13,Married-civ-spouse,Wife,Black,Female,United-States,99999,Sales
25,24,0,0,Private,Some-college,10,Never-married,Own-child,Black,Female,United-States,22525,Adm-clerical
40,26,0,0,Private,HS-grad,9,Divorced,Not-in-family,White,Male,United-States,19800,Machine-op-inspct
13,76,0,0,Local-gov,HS-grad,9,Widowed,Not-in-family,White,Female,United-States,6500,Other-service
55,31,0,0,Private,Bachelors,13,Married-civ-spouse,Husband,White,Male,United-States,24550,Sales
40,23,0,0,Private,HS-grad,9,Married-civ-spouse,Husband,Black,Male,United-States,24010,Handlers-cleaners
16,17,0,0,Private,11th,7,Never-married,Own-child,White,Female,United-States,5012,Other-service
45,43,0,0,Private,HS-grad,9,Never-married,Not-in-family,Black,Female,United-States,13000,Other-service
25,23,0,0,Private,Some-college,10,Never-married,Not-in-family,Black,Male,United-States,7400,Other-service
40,24,0,0,Private,Bachelors,13,Never-married,Not-in-family,White,Female,United-States,10026,Adm-clerical
80,44,0,0,Self-emp-inc,Some-college,10,Divorced,Unmarried,White,Male,United-States,25014,Other-service
50,31,0,0,Private,Bachelors,13,Never-married,Not-in-family,White,Male,United-States,26950,Exec-managerial
40,64,0,0,Private,Masters,14,Married-civ-spouse,Husband,White,Male,United-States,70168,Prof-specialty
40,29,0,0,Private,HS-grad,9,Separated,Not-in-family,White,Male,United-States,31101,Machine-op-inspct
50,54,0,0,Private,Bachelors,13,Never-married,Not-in-family,White,Female,United-States,19000,Prof-specialty
40,53,0,0,Private,Some-college,10,Widowed,Unmarried,White,Female,United-States,31400,Exec-managerial
45,46,0,1902,Self-emp-inc,Prof-school,15,Married-civ-spouse,Husband,White,Male,United-States,95698,Prof-specialty
40,19,0,0,?,HS-grad,9,Never-married,Own-child,White,Male,United-States,3022,?
24,22,0,0,Private,HS-grad,9,Never-married,Not-in-family,White,Female,United-States,7000,Other-service
40,39,0,0,Private,HS-grad,9,Divorced,Unmarried,White,Female,United-States,12500,Machine-op-inspct
10,29,3325,0,Private,Bachelors,13,Never-married,Own-child,White,Female,United-States,35026,Exec-managerial
40,33,5013,0,Private,Some-college,10,Married-civ-spouse,Husband,White,Male,United-States,45163,Machine-op-inspct
40,27,0,0,Private,Some-college,10,Never-married,Own-child,Black,Female,United-States,8640,Other-service
45,37,0,0,Self-emp-not-inc,Prof-school,15,Married-civ-spouse,Husband,White,Male,United-States,56862,Prof-specialty
40,24,0,0,Private,HS-grad,9,Separated,Unmarried,Other,Female,United-States,14000,Machine-op-inspct
45,46,0,1977,Private,Masters,14,Married-civ-spouse,Husband,White,Male,United-States,99999,Exec-managerial
20,39,0,0,Private,Assoc-acdm,12,Never-married,Not-in-family,White,Male,United-States,25554,Adm-clerical
40,48,0,0,Local-gov,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,53100,Craft-repair
45,31,0,0,Private,Prof-school,15,Divorced,Not-in-family,White,Female,United-States,99999,Prof-specialty
40,51,0,1887,State-gov,Some-college,10,Married-civ-spouse,Husband,White,Male,United-States,68313,Sales
40,54,0,0,Private,HS-grad,9,Divorced,Not-in-family,White,Female,United-States,22958,Adm-clerical
45,52,0,0,Private,9th,5,Married-civ-spouse,Husband,White,Male,United-States,59004,Transport-moving
50,40,0,0,Private,Masters,14,Married-civ-spouse,Husband,White,Male,United-States,99999,Exec-managerial
55,59,0,0,Private,Masters,14,Married-civ-spouse,Husband,White,Male,United-States,43750,Prof-specialty
40,34,0,0,Private,Some-college,10,Married-civ-spouse,Husband,White,Male,United-States,42820,Craft-repair
52,38,0,0,Private,11th,7,Divorced,Unmarried,Black,Female,United-States,20200,Machine-op-inspct
24,18,0,0,Private,HS-grad,9,Never-married,Own-child,White,Female,United-States,3000,Sales
80,34,3411,0,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,23433,Transport-moving
50,34,0,0,Private,Bachelors,13,Never-married,Not-in-family,White,Female,United-States,40400,Sales
40,68,0,0,Self-emp-not-inc,Some-college,10,Widowed,Not-in-family,White,Male,United-States,13000,Adm-clerical
40,29,0,0,Private,Bachelors,13,Never-married,Not-in-family,White,Male,United-States,34050,Exec-managerial
40,19,0,0,Private,HS-grad,9,Never-married,Not-in-family,White,Male,United-States,6592,Farming-fishing
35,19,0,0,?,Some-college,10,Never-married,Own-child,White,Male,United-States,6225,?
45,47,13550,0,Private,Some-college,10,Never-married,Not-in-family,White,Male,United-States,65450,Sales
40,30,0,0,Private,Assoc-voc,11,Married-spouse-absent,Not-in-family,White,Female,United-States,30250,Adm-clerical
40,41,7298,0,Private,Assoc-voc,11,Married-civ-spouse,Husband,White,Male,United-States,70798,Adm-clerical
50,29,0,0,Private,Some-college,10,Never-married,Own-child,White,Female,United-States,15150,Adm-clerical
20,22,0,0,Private,Bachelors,13,Never-married,Not-in-family,White,Female,United-States,3500,Sales
40,38,0,1340,Private,Bachelors,13,Never-married,Not-in-family,White,Male,United-States,36677,Exec-managerial
40,24,0,0,Private,HS-grad,9,Never-married,Own-child,White,Male,United-States,12000,Craft-repair
44,29,0,0,Private,HS-grad,9,Never-married,Not-in-family,White,Female,United-States,21571,Adm-clerical
40,27,0,0,Local-gov,Assoc-voc,11,Never-married,Own-child,White,Female,United-States,20000,Exec-managerial
50,30,0,0,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Husband,White,Male,United-States,25244,Sales
40,70,0,0,?,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,44902,?
45,23,0,0,Local-gov,HS-grad,9,Never-married,Not-in-family,White,Male,United-States,12000,Protective-serv
44,50,0,1902,Private,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,74598,Machine-op-inspct
35,20,0,0,Private,HS-grad,9,Never-married,Own-child,White,Female,United-States,5986,Prof-specialty
40,41,0,0,Local-gov,HS-grad,9,Divorced,Not-in-family,White,Female,United-States,18550,Adm-clerical
44,36,0,0,Private,Some-college,10,Married-civ-spouse,Husband,White,Male,United-States,14582,Sales
40,38,0,0,Private,HS-grad,9,Divorced,Other-relative,White,Female,United-States,17000,Machine-op-inspct
48,35,0,0,Private,HS-grad,9,Divorced,Unmarried,White,Female,United-States,35415,Craft-repair
60,44,0,2258,Self-emp-inc,Some-college,10,Never-married,Not-in-family,White,Male,United-States,48242,Sales
25,46,0,0,Without-pay,HS-grad,9,Married-civ-spouse,Wife,White,Female,United-States,10000,Machine-op-inspct
40,26,0,0,State-gov,Assoc-acdm,12,Never-married,Unmarried,Black,Female,United-States,28075,Adm-clerical
40,40,0,0,Local-gov,Prof-school,15,Separated,Own-child,Black,Female,United-States,40000,Prof-specialty
40,54,0,0,?,HS-grad,9,Widowed,Own-child,White,Female,United-States,9000,?
40,22,0,0,Private,Assoc-voc,11,Never-married,Own-child,White,Male,United-States,6440,Exec-managerial
40,35,0,0,Private,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,49992,Transport-moving
50,42,7688,0,Private,Bachelors,13,Married-civ-spouse,Husband,White,Male,United-States,94218,Exec-managerial
40,41,0,0,Private,10th,6,Married-civ-spouse,Husband,Black,Male,United-States,57000,Transport-moving
20,67,20051,0,Self-emp-inc,Some-college,10,Married-civ-spouse,Husband,White,Male,United-States,99999,Exec-managerial
24,17,0,0,Private,12th,8,Never-married,Own-child,White,Female,United-States,1700,Other-service
40,41,0,0,Private,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,33010,Machine-op-inspct
40,32,0,0,Local-gov,Assoc-acdm,12,Married-civ-spouse,Husband,White,Male,United-States,58374,Craft-repair
40,37,0,0,Private,Assoc-voc,11,Divorced,Unmarried,Black,Female,United-States,36000,Handlers-cleaners
40,43,0,0,Private,Prof-school,15,Divorced,Not-in-family,White,Male,United-States,43000,Exec-managerial
50,43,0,0,Self-emp-not-inc,Bachelors,13,Never-married,Unmarried,White,Female,United-States,35021,Prof-specialty
32,36,0,0,State-gov,Some-college,10,Separated,Unmarried,White,Female,United-States,24000,Prof-specialty
36,22,0,0,Private,Assoc-voc,11,Never-married,Own-child,White,Female,United-States,7290,Tech-support
60,60,0,0,Local-gov,Assoc-voc,11,Married-civ-spouse,Husband,White,Male,United-States,54249,Exec-managerial
45,64,0,0,Self-emp-not-inc,9th,5,Separated,Not-in-family,White,Male,United-States,8500,Transport-moving
40,24,0,0,Private,Bachelors,13,Never-married,Own-child,White,Male,United-States,4000,Adm-clerical
50,54,0,0,Private,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,85000,Sales
40,32,0,0,Private,Some-college,10,Divorced,Unmarried,White,Male,United-States,31000,Craft-repair
48,46,0,1590,Private,HS-grad,9,Never-married,Not-in-family,White,Male,United-States,25185,Transport-moving
40,49,0,0,Federal-gov,Some-college,10,Married-civ-spouse,Husband,White,Male,United-States,63200,Tech-support
65,24,0,0,Private,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,22055,Handlers-cleaners
40,50,0,0,Federal-gov,Bachelors,13,Married-civ-spouse,Husband,White,Male,United-States,40338,Exec-managerial
45,32,15024,0,Private,Bachelors,13,Married-civ-spouse,Husband,White,Male,United-States,99999,Exec-managerial
40,32,0,0,Private,Bachelors,13,Never-married,Not-in-family,White,Male,United-States,81876,Prof-specialty
40,27,0,0,Private,HS-grad,9,Divorced,Own-child,White,Female,United-States,23000,Sales
40,29,0,0,Private,Bachelors,13,Married-civ-spouse,Husband,White,Male,United-States,11700,Other-service
40,39,0,0,Self-emp-inc,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,53500,Exec-managerial
35,28,0,0,Private,11th,7,Married-spouse-absent,Unmarried,White,Female,United-States,3800,Other-service
40,47,0,0,Private,HS-grad,9,Married-civ-spouse,Husband,Black,Male,United-States,27000,Craft-repair
50,46,0,0,Private,7th-8th,4,Never-married,Not-in-family,White,Male,United-States,11604,Handlers-cleaners
55,42,0,0,Private,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,81017,Adm-clerical
40,41,0,0,Private,Some-college,10,Married-civ-spouse,Husband,White,Male,United-States,59000,Adm-clerical
40,38,4386,0,Private,Assoc-acdm,12,Married-civ-spouse,Husband,White,Male,United-States,53986,Craft-repair
40,45,0,0,Federal-gov,Masters,14,Divorced,Not-in-family,White,Male,United-States,76000,Exec-managerial
40,38,0,0,Private,HS-grad,9,Married-civ-spouse,Wife,White,Female,United-States,29140,Machine-op-inspct
40,56,0,0,Private,9th,5,Divorced,Not-in-family,White,Male,United-States,30370,Adm-clerical
40,47,0,0,Private,HS-grad,9,Never-married,Not-in-family,White,Female,United-States,11622,Other-service
40,28,0,0,Private,HS-grad,9,Never-married,Not-in-family,White,Female,United-States,31500,Machine-op-inspct
35,26,0,0,Private,Some-college,10,Never-married,Not-in-family,Black,Male,United-States,14500,Sales
20,19,0,0,?,HS-grad,9,Never-married,Own-child,White,Male,United-States,2120,?
50,46,15024,0,Private,Assoc-acdm,12,Married-civ-spouse,Husband,White,Male,United-States,99999,Exec-managerial
35,62,0,0,State-gov,Prof-school,15,Divorced,Not-in-family,White,Female,United-States,22054,Prof-specialty
40,41,3464,0,Private,Some-college,10,Married-civ-spouse,Husband,White,Male,United-States,30802,Craft-repair
60,55,0,0,Self-emp-inc,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,41470,Exec-managerial
40,44,0,0,Private,Bachelors,13,Divorced,Not-in-family,White,Male,United-States,82100,Sales
40,28,0,0,Private,Some-college,10,Never-married,Not-in-family,White,Female,United-States,24030,Adm-clerical
48,30,0,0,Federal-gov,Some-college,10,Married-civ-spouse,Husband,White,Male,United-States,54590,Armed-Forces
30,27,0,0,Private,Some-college,10,Married-civ-spouse,Husband,White,Male,United-States,19630,Adm-clerical
45,58,0,0,Private,Prof-school,15,Married-civ-spouse,Husband,White,Male,United-States,96269,Prof-specialty
37,60,0,0,State-gov,Assoc-voc,11,Widowed,Not-in-family,Black,Female,United-States,17000,Other-service
40,22,0,0,Private,HS-grad,9,Divorced,Own-child,White,Male,United-States,16501,Handlers-cleaners
40,24,0,0,Private,HS-grad,9,Divorced,Not-in-family,White,Female,United-States,2400,Exec-managerial
45,50,5013,0,Private,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,46327,Craft-repair
40,33,0,0,Private,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,36020,Machine-op-inspct
40,46,0,1887,Private,Some-college,10,Married-civ-spouse,Husband,White,Male,United-States,58921,Transport-moving
55,54,0,0,Local-gov,Some-college,10,Married-civ-spouse,Wife,Black,Female,United-States,85100,Adm-clerical
40,46,0,0,Private,Bachelors,13,Married-civ-spouse,Husband,White,Male,United-States,50330,Transport-moving
40,42,0,0,Private,Bachelors,13,Married-civ-spouse,Husband,White,Male,United-States,76439,Prof-specialty
60,52,0,0,Self-emp-inc,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,13500,Farming-fishing
30,63,0,0,Private,Some-college,10,Divorced,Not-in-family,White,Female,United-States,7227,Other-service
40,17,0,0,Private,9th,5,Never-married,Own-child,Black,Male,United-States,1030,Other-service
35,39,0,0,?,Some-college,10,Divorced,Not-in-family,White,Female,United-States,15225,?
20,63,0,0,Private,Bachelors,13,Widowed,Other-relative,Black,Female,United-States,3990,Other-service
50,40,0,0,Self-emp-inc,Prof-school,15,Married-civ-spouse,Husband,White,Male,United-States,99999,Prof-specialty
40,20,0,0,Private,HS-grad,9,Never-married,Own-child,White,Female,United-States,9590,Sales
30,20,0,0,Private,HS-grad,9,Never-married,Own-child,White,Male,United-States,5138,Handlers-cleaners
20,21,0,0,?,Some-college,10,Never-married,Own-child,White,Female,United-States,5900,?
45,23,0,0,Local-gov,HS-grad,9,Never-married,Own-child,White,Female,United-States,13000,Other-service
68,27,0,0,Local-gov,Bachelors,13,Married-civ-spouse,Husband,White,Male,United-States,44038,Protective-serv
40,43,0,0,Private,Bachelors,13,Divorced,Not-in-family,White,Male,United-States,34217,Prof-specialty
55,39,7688,0,Private,Assoc-voc,11,Married-civ-spouse,Wife,White,Female,United-States,86262,Exec-managerial
20,76,0,0,?,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,4040,?
48,56,0,0,Private,Bachelors,13,Married-civ-spouse,Husband,White,Male,United-States,71000,Tech-support
40,28,0,0,Private,Assoc-voc,11,Divorced,Unmarried,White,Female,United-States,13500,Tech-support
40,28,0,0,Federal-gov,Some-college,10,Never-married,Not-in-family,White,Female,United-States,10000,Adm-clerical
32,28,0,0,Private,Assoc-acdm,12,Never-married,Own-child,White,Male,United-States,6000,Adm-clerical
35,54,0,0,Federal-gov,HS-grad,9,Widowed,Unmarried,White,Female,United-States,23140,Adm-clerical
40,29,0,0,Private,Some-college,10,Never-married,Not-in-family,White,Male,United-States,24040,Craft-repair
40,30,0,0,State-gov,HS-grad,9,Never-married,Unmarried,Black,Female,United-States,10000,Sales
50,43,0,0,State-gov,Bachelors,13,Married-civ-spouse,Husband,White,Male,United-States,59100,Adm-clerical
50,34,0,0,Private,Some-college,10,Married-civ-spouse,Husband,White,Male,United-States,60520,Exec-managerial
40,33,0,0,Private,10th,6,Married-civ-spouse,Husband,White,Male,United-States,11000,Craft-repair
15,54,0,0,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,3500,Transport-moving
50,36,0,0,Private,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,19000,Sales
60,49,0,0,Self-emp-inc,Some-college,10,Married-civ-spouse,Husband,White,Male,United-States,25536,Sales
30,18,1055,0,Private,HS-grad,9,Never-married,Other-relative,White,Female,United-States,4975,Sales
40,35,0,0,?,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,1212,?
40,58,0,0,Private,Bachelors,13,Married-civ-spouse,Husband,White,Male,United-States,79126,Exec-managerial
